Fineness Ratio,k
3.94755244755245,1.39692301893794
4.32517482517483,1.34869968340118
4.68181818181818,1.31333600064943
5.08041958041958,1.28127457119994
5.52097902097902,1.25168620765636
6.02447552447553,1.22539284927345
6.56993006993007,1.20115796309826
7.20979020979021,1.17647586658781
7.7972027972028,1.15554323371488
8.45804195804196,1.13417063864825
9.15034965034965,1.11361635876561
9.79020979020979,1.09598235512415
10.3251748251748,1.08253052917232
